,frame_number,gender,emotion,year,movie_name
23173,53,man,happy,2012,vicky_donor
23174,145,man,happy,2012,vicky_donor
23175,63,man,happy,2012,vicky_donor
23179,54,woman,happy,2012,vicky_donor
23180,138,man,happy,2012,vicky_donor
23181,89,woman,happy,2012,vicky_donor
23182,135,man,happy,2012,vicky_donor
23183,143,man,happy,2012,vicky_donor
23184,178,man,angry,2012,vicky_donor
23185,175,man,surprise,2012,vicky_donor
23186,110,man,happy,2012,vicky_donor
23187,129,man,angry,2012,vicky_donor
23188,151,man,happy,2012,vicky_donor
23189,83,man,disgust,2012,vicky_donor
23190,161,man,fear,2012,vicky_donor
23191,84,man,happy,2012,vicky_donor
23192,144,man,fear,2012,vicky_donor
23193,133,man,angry,2012,vicky_donor
23194,77,man,happy,2012,vicky_donor
23197,166,man,surprise,2012,vicky_donor
23198,100,woman,happy,2012,vicky_donor
23202,115,woman,sad,2012,vicky_donor
23203,126,man,angry,2012,vicky_donor
23204,99,man,happy,2012,vicky_donor
23205,97,woman,disgust,2012,vicky_donor
23206,105,woman,happy,2012,vicky_donor
23208,73,man,sad,2012,vicky_donor
23210,57,woman,happy,2012,vicky_donor
23211,64,man,happy,2012,vicky_donor
23212,130,man,angry,2012,vicky_donor
23213,177,man,angry,2012,vicky_donor
23215,11,woman,happy,2016,beiimaan_love
23217,19,woman,happy,2016,beiimaan_love
23218,55,man,sad,2016,beiimaan_love
23220,70,man,angry,2016,beiimaan_love
23221,90,man,angry,2016,beiimaan_love
23222,38,man,sad,2016,beiimaan_love
23224,53,woman,sad,2016,beiimaan_love
23227,42,woman,fear,2016,beiimaan_love
23229,56,man,sad,2016,beiimaan_love
23230,33,woman,happy,2016,beiimaan_love
23231,27,woman,surprise,2016,beiimaan_love
23232,24,woman,happy,2016,beiimaan_love
23233,24,woman,happy,2016,beiimaan_love
23234,65,woman,angry,2016,beiimaan_love
23235,47,woman,angry,2016,beiimaan_love
23236,48,woman,happy,2016,beiimaan_love
23237,34,woman,sad,2016,beiimaan_love
23238,43,man,angry,2016,beiimaan_love
23240,22,woman,disgust,2016,beiimaan_love
23243,23,man,happy,2016,beiimaan_love
23244,25,man,fear,2016,beiimaan_love
23246,85,man,sad,2017,mein_terrorist_nahi_hoon
23247,118,man,happy,2017,mein_terrorist_nahi_hoon
23248,61,woman,sad,2017,mein_terrorist_nahi_hoon
23249,44,woman,sad,2017,mein_terrorist_nahi_hoon
23250,131,man,happy,2017,mein_terrorist_nahi_hoon
23252,30,man,sad,2017,mein_terrorist_nahi_hoon
23253,15,woman,sad,2017,mein_terrorist_nahi_hoon
23254,125,man,angry,2017,mein_terrorist_nahi_hoon
23255,45,man,sad,2017,mein_terrorist_nahi_hoon
23256,91,man,angry,2017,mein_terrorist_nahi_hoon
23257,106,man,sad,2017,mein_terrorist_nahi_hoon
23258,26,man,sad,2017,mein_terrorist_nahi_hoon
23259,49,woman,sad,2017,mein_terrorist_nahi_hoon
23260,69,man,fear,2017,mein_terrorist_nahi_hoon
23262,29,man,fear,2017,mein_terrorist_nahi_hoon
23263,77,woman,sad,2017,mein_terrorist_nahi_hoon
23264,87,man,angry,2017,mein_terrorist_nahi_hoon
23265,82,man,fear,2017,mein_terrorist_nahi_hoon
23266,17,woman,sad,2017,mein_terrorist_nahi_hoon
23267,41,man,sad,2017,mein_terrorist_nahi_hoon
23269,81,man,sad,2017,mein_terrorist_nahi_hoon
23270,119,woman,surprise,2017,mein_terrorist_nahi_hoon
23272,48,man,sad,2017,mein_terrorist_nahi_hoon
23273,95,man,surprise,2017,mein_terrorist_nahi_hoon
23274,99,woman,angry,2017,mein_terrorist_nahi_hoon
23275,34,man,angry,2017,mein_terrorist_nahi_hoon
23277,22,man,sad,2017,mein_terrorist_nahi_hoon
23279,18,man,sad,2017,mein_terrorist_nahi_hoon
23280,31,man,sad,2017,mein_terrorist_nahi_hoon
23281,61,woman,angry,2009,phir_kabhi
23282,15,woman,angry,2009,phir_kabhi
23283,19,woman,happy,2009,phir_kabhi
23284,38,man,sad,2009,phir_kabhi
23285,67,woman,happy,2009,phir_kabhi
23286,66,woman,happy,2009,phir_kabhi
23288,65,man,sad,2009,phir_kabhi
23289,65,man,sad,2009,phir_kabhi
23291,21,man,happy,2009,phir_kabhi
23292,64,woman,happy,2009,phir_kabhi
23293,18,woman,happy,2009,phir_kabhi
23294,195,man,happy,2009,3_idiots
23295,62,man,happy,2009,3_idiots
23296,60,man,happy,2009,3_idiots
23297,58,man,fear,2009,3_idiots
23299,44,man,angry,2009,3_idiots
23300,131,woman,sad,2009,3_idiots
23301,88,man,happy,2009,3_idiots
23304,147,man,happy,2009,3_idiots
23305,197,man,happy,2009,3_idiots
23309,163,man,sad,2009,3_idiots
23310,108,man,sad,2009,3_idiots
23311,140,woman,sad,2009,3_idiots
23312,86,man,fear,2009,3_idiots
23313,45,man,angry,2009,3_idiots
23314,55,man,angry,2009,3_idiots
23315,35,man,angry,2009,3_idiots
23318,59,man,fear,2009,3_idiots
23319,107,man,sad,2009,3_idiots
23320,104,man,sad,2009,3_idiots
23321,186,man,fear,2009,3_idiots
23323,145,man,angry,2009,3_idiots
23324,142,woman,surprise,2009,3_idiots
23325,203,man,disgust,2009,3_idiots
23326,103,man,sad,2009,3_idiots
23328,89,man,happy,2009,3_idiots
23329,135,man,sad,2009,3_idiots
23330,56,man,angry,2009,3_idiots
23331,33,man,angry,2009,3_idiots
23333,143,woman,surprise,2009,3_idiots
23334,109,man,sad,2009,3_idiots
23335,102,man,happy,2009,3_idiots
23337,164,man,surprise,2009,3_idiots
23338,204,man,surprise,2009,3_idiots
23339,199,man,happy,2009,3_idiots
23340,84,man,happy,2009,3_idiots
23341,144,man,sad,2009,3_idiots
23344,82,man,happy,2009,3_idiots
23345,141,woman,sad,2009,3_idiots
23346,196,man,happy,2009,3_idiots
23347,81,man,happy,2009,3_idiots
23349,148,man,angry,2009,3_idiots
23350,148,man,happy,2009,3_idiots
23353,32,man,angry,2009,3_idiots
23354,157,man,happy,2009,3_idiots
23355,95,man,fear,2009,3_idiots
23356,187,man,fear,2009,3_idiots
23357,198,man,happy,2009,3_idiots
23358,34,man,angry,2009,3_idiots
23360,200,man,happy,2009,3_idiots
23361,105,man,sad,2009,3_idiots
23362,189,man,fear,2009,3_idiots
23363,189,woman,surprise,2009,3_idiots
23364,189,man,surprise,2009,3_idiots
23365,57,man,angry,2009,3_idiots
23368,79,man,fear,2009,3_idiots
23369,79,man,happy,2009,3_idiots
23370,139,woman,sad,2009,3_idiots
23374,28,man,sad,2011,the_dirty_picture
23375,44,woman,sad,2011,the_dirty_picture
23376,20,woman,disgust,2011,the_dirty_picture
23377,15,woman,angry,2011,the_dirty_picture
23379,45,woman,sad,2011,the_dirty_picture
23382,54,man,happy,2011,the_dirty_picture
23383,40,man,sad,2011,the_dirty_picture
23385,27,man,sad,2011,the_dirty_picture
23386,82,man,sad,2011,the_dirty_picture
23387,24,man,sad,2011,the_dirty_picture
23389,16,woman,angry,2011,the_dirty_picture
23390,17,woman,happy,2011,the_dirty_picture
23391,41,man,sad,2011,the_dirty_picture
23392,81,woman,sad,2011,the_dirty_picture
23393,50,man,fear,2011,the_dirty_picture
23394,39,woman,sad,2011,the_dirty_picture
23395,47,man,happy,2011,the_dirty_picture
23396,48,woman,angry,2011,the_dirty_picture
23398,21,man,angry,2011,the_dirty_picture
23400,6,man,happy,2011,the_dirty_picture
23401,57,man,happy,2011,the_dirty_picture
23402,5,woman,angry,2011,the_dirty_picture
23403,72,man,happy,2011,the_dirty_picture
23404,23,man,angry,2011,the_dirty_picture
23406,58,man,angry,2013,bombay_talkies
23409,108,woman,happy,2013,bombay_talkies
23410,55,man,angry,2013,bombay_talkies
23411,107,man,happy,2013,bombay_talkies
23414,8,woman,happy,2013,bombay_talkies
23415,69,man,happy,2013,bombay_talkies
23416,54,man,happy,2013,bombay_talkies
23417,33,woman,sad,2013,bombay_talkies
23418,7,woman,sad,2013,bombay_talkies
23421,95,woman,sad,2013,bombay_talkies
23423,97,man,sad,2013,bombay_talkies
23424,34,woman,angry,2013,bombay_talkies
23425,22,man,happy,2013,bombay_talkies
23426,75,man,sad,2013,bombay_talkies
23427,93,woman,surprise,2008,golmaal_returns
23428,51,woman,surprise,2008,golmaal_returns
23429,108,man,angry,2008,golmaal_returns
23432,42,man,happy,2008,golmaal_returns
23433,89,man,happy,2008,golmaal_returns
23437,99,man,sad,2008,golmaal_returns
23438,34,man,angry,2008,golmaal_returns
23439,28,man,sad,2012,ek_tha_tiger
23440,132,man,angry,2012,ek_tha_tiger
23441,58,man,sad,2012,ek_tha_tiger
23442,88,woman,sad,2012,ek_tha_tiger
23443,147,man,angry,2012,ek_tha_tiger
23444,71,woman,sad,2012,ek_tha_tiger
23445,55,woman,sad,2012,ek_tha_tiger
23446,35,man,sad,2012,ek_tha_tiger
23447,59,man,sad,2012,ek_tha_tiger
23448,150,man,sad,2012,ek_tha_tiger
23449,121,man,angry,2012,ek_tha_tiger
23451,90,woman,sad,2012,ek_tha_tiger
23453,67,woman,sad,2012,ek_tha_tiger
23454,42,man,happy,2012,ek_tha_tiger
23455,33,man,sad,2012,ek_tha_tiger
23456,74,woman,happy,2012,ek_tha_tiger
23457,29,man,sad,2012,ek_tha_tiger
23458,151,man,sad,2012,ek_tha_tiger
23459,66,woman,sad,2012,ek_tha_tiger
23460,77,woman,sad,2012,ek_tha_tiger
23461,77,woman,surprise,2012,ek_tha_tiger
23462,46,man,sad,2012,ek_tha_tiger
23463,65,woman,surprise,2012,ek_tha_tiger
23465,100,man,angry,2012,ek_tha_tiger
23466,117,man,fear,2012,ek_tha_tiger
23467,34,man,angry,2012,ek_tha_tiger
23468,105,man,happy,2012,ek_tha_tiger
23469,73,woman,sad,2012,ek_tha_tiger
23470,73,man,happy,2012,ek_tha_tiger
23471,57,woman,happy,2012,ek_tha_tiger
23472,72,woman,sad,2012,ek_tha_tiger
23473,72,man,angry,2012,ek_tha_tiger
23474,75,man,sad,2012,ek_tha_tiger
23475,59,woman,happy,2008,bachna_ae_haseeno
23476,59,woman,sad,2008,bachna_ae_haseeno
23477,38,man,sad,2008,bachna_ae_haseeno
23479,43,woman,happy,2008,bachna_ae_haseeno
23480,28,woman,sad,2009,accident_on_hill_road
23481,28,woman,disgust,2009,accident_on_hill_road
23482,20,man,happy,2009,accident_on_hill_road
23483,30,man,sad,2009,accident_on_hill_road
23484,19,woman,fear,2009,accident_on_hill_road
23486,52,man,angry,2009,accident_on_hill_road
23488,33,man,angry,2009,accident_on_hill_road
23489,32,man,happy,2009,accident_on_hill_road
23490,21,woman,happy,2009,accident_on_hill_road
23492,31,man,angry,2009,accident_on_hill_road
23494,51,man,happy,2011,mumbai_mast_kallander
23500,20,man,happy,2011,mumbai_mast_kallander
23502,71,man,angry,2011,mumbai_mast_kallander
23503,30,man,surprise,2011,mumbai_mast_kallander
23504,30,man,sad,2011,mumbai_mast_kallander
23505,45,man,sad,2011,mumbai_mast_kallander
23507,36,man,happy,2011,mumbai_mast_kallander
23508,52,man,surprise,2011,mumbai_mast_kallander
23509,68,man,happy,2011,mumbai_mast_kallander
23510,70,man,fear,2011,mumbai_mast_kallander
23511,26,woman,sad,2011,mumbai_mast_kallander
23512,12,man,happy,2011,mumbai_mast_kallander
23513,67,man,happy,2011,mumbai_mast_kallander
23514,33,man,surprise,2011,mumbai_mast_kallander
23515,92,woman,angry,2011,mumbai_mast_kallander
23516,29,woman,surprise,2011,mumbai_mast_kallander
23517,84,man,angry,2011,mumbai_mast_kallander
23519,10,man,sad,2011,mumbai_mast_kallander
23521,9,woman,happy,2011,mumbai_mast_kallander
23523,95,man,fear,2011,mumbai_mast_kallander
23524,34,man,surprise,2011,mumbai_mast_kallander
23528,62,woman,sad,2014,gulaab_gang
23529,62,woman,sad,2014,gulaab_gang
23530,132,woman,happy,2014,gulaab_gang
23531,94,man,fear,2014,gulaab_gang
23532,61,woman,sad,2014,gulaab_gang
23533,61,woman,sad,2014,gulaab_gang
23534,128,man,angry,2014,gulaab_gang
23535,125,woman,happy,2014,gulaab_gang
23536,76,man,happy,2014,gulaab_gang
23537,86,woman,happy,2014,gulaab_gang
23538,45,woman,sad,2014,gulaab_gang
23539,104,man,angry,2014,gulaab_gang
23540,121,man,sad,2014,gulaab_gang
23541,121,woman,sad,2014,gulaab_gang
23542,90,woman,sad,2014,gulaab_gang
23543,49,man,happy,2014,gulaab_gang
23544,42,woman,sad,2014,gulaab_gang
23546,42,woman,sad,2014,gulaab_gang
23548,138,man,angry,2014,gulaab_gang
23549,89,woman,sad,2014,gulaab_gang
23550,109,woman,happy,2014,gulaab_gang
23551,109,woman,sad,2014,gulaab_gang
23552,37,man,angry,2014,gulaab_gang
23554,133,man,sad,2014,gulaab_gang
23556,77,woman,fear,2014,gulaab_gang
23557,46,woman,happy,2014,gulaab_gang
23558,134,man,sad,2014,gulaab_gang
23559,119,woman,angry,2014,gulaab_gang
23560,113,woman,happy,2014,gulaab_gang
23561,127,man,sad,2014,gulaab_gang
23562,137,man,angry,2014,gulaab_gang
23563,126,man,happy,2014,gulaab_gang
23564,95,woman,angry,2014,gulaab_gang
23565,101,woman,sad,2014,gulaab_gang
23566,99,woman,happy,2014,gulaab_gang
23567,78,woman,sad,2014,gulaab_gang
23568,34,man,fear,2014,gulaab_gang
23573,114,woman,happy,2014,gulaab_gang
23574,79,woman,happy,2014,gulaab_gang
23575,75,woman,happy,2014,gulaab_gang
23576,139,man,happy,2014,gulaab_gang
23577,18,woman,surprise,2014,gulaab_gang
23579,28,woman,happy,2015,bajrangi_bhaijaan
23580,111,man,happy,2015,bajrangi_bhaijaan
23581,111,man,angry,2015,bajrangi_bhaijaan
23582,132,woman,sad,2015,bajrangi_bhaijaan
23584,58,woman,sad,2015,bajrangi_bhaijaan
23585,108,woman,angry,2015,bajrangi_bhaijaan
23587,45,woman,happy,2015,bajrangi_bhaijaan
23588,55,woman,happy,2015,bajrangi_bhaijaan
23589,35,woman,fear,2015,bajrangi_bhaijaan
23590,104,man,happy,2015,bajrangi_bhaijaan
23591,106,man,happy,2015,bajrangi_bhaijaan
23593,38,woman,surprise,2015,bajrangi_bhaijaan
23595,67,woman,happy,2015,bajrangi_bhaijaan
23596,54,man,fear,2015,bajrangi_bhaijaan
23597,40,woman,happy,2015,bajrangi_bhaijaan
23599,89,man,angry,2015,bajrangi_bhaijaan
23600,56,man,angry,2015,bajrangi_bhaijaan
23601,33,woman,angry,2015,bajrangi_bhaijaan
23603,109,man,happy,2015,bajrangi_bhaijaan
23604,74,man,fear,2015,bajrangi_bhaijaan
23605,110,man,angry,2015,bajrangi_bhaijaan
23606,37,woman,happy,2015,bajrangi_bhaijaan
23608,133,woman,sad,2015,bajrangi_bhaijaan
23610,77,man,angry,2015,bajrangi_bhaijaan
23612,65,man,angry,2015,bajrangi_bhaijaan
23613,41,man,happy,2015,bajrangi_bhaijaan
23614,41,woman,happy,2015,bajrangi_bhaijaan
23616,50,man,sad,2015,bajrangi_bhaijaan
23617,39,woman,happy,2015,bajrangi_bhaijaan
23618,32,woman,happy,2015,bajrangi_bhaijaan
23619,127,man,angry,2015,bajrangi_bhaijaan
23620,127,woman,happy,2015,bajrangi_bhaijaan
23621,47,man,happy,2015,bajrangi_bhaijaan
23622,126,man,angry,2015,bajrangi_bhaijaan
23623,126,woman,happy,2015,bajrangi_bhaijaan
23625,34,woman,angry,2015,bajrangi_bhaijaan
23626,105,man,happy,2015,bajrangi_bhaijaan
23627,21,woman,angry,2015,bajrangi_bhaijaan
23628,57,woman,fear,2015,bajrangi_bhaijaan
23632,31,man,happy,2015,bajrangi_bhaijaan
23633,51,man,angry,2008,tashan
23634,30,man,sad,2008,tashan
23635,52,man,happy,2008,tashan
23636,26,man,sad,2008,tashan
23637,49,man,happy,2008,tashan
23638,33,man,angry,2008,tashan
23639,27,man,sad,2008,tashan
23640,50,man,angry,2008,tashan
23641,48,man,happy,2008,tashan
23642,31,man,angry,2008,tashan
23643,98,woman,sad,2008,saas_bahu_aur_sensex
23644,125,woman,sad,2008,saas_bahu_aur_sensex
23645,100,woman,happy,2008,saas_bahu_aur_sensex
23646,126,woman,sad,2008,saas_bahu_aur_sensex
23647,99,woman,sad,2008,saas_bahu_aur_sensex
23648,97,woman,sad,2008,saas_bahu_aur_sensex
23650,93,man,angry,2011,always_kabhi_kabhi
23651,93,man,angry,2011,always_kabhi_kabhi
23652,93,man,angry,2011,always_kabhi_kabhi
23653,14,man,sad,2011,always_kabhi_kabhi
23654,85,man,happy,2011,always_kabhi_kabhi
23655,51,man,sad,2011,always_kabhi_kabhi
23656,111,man,angry,2011,always_kabhi_kabhi
23657,94,man,happy,2011,always_kabhi_kabhi
23658,94,man,happy,2011,always_kabhi_kabhi
23660,11,woman,sad,2011,always_kabhi_kabhi
23663,96,man,happy,2011,always_kabhi_kabhi
23664,96,man,happy,2011,always_kabhi_kabhi
23665,96,man,happy,2011,always_kabhi_kabhi
23666,88,man,angry,2011,always_kabhi_kabhi
23667,20,man,fear,2011,always_kabhi_kabhi
23668,20,woman,sad,2011,always_kabhi_kabhi
23669,15,man,sad,2011,always_kabhi_kabhi
23670,19,man,angry,2011,always_kabhi_kabhi
23671,76,woman,happy,2011,always_kabhi_kabhi
23672,108,man,surprise,2011,always_kabhi_kabhi
23674,91,woman,angry,2011,always_kabhi_kabhi
23675,107,man,surprise,2011,always_kabhi_kabhi
23676,106,man,fear,2011,always_kabhi_kabhi
23677,52,man,fear,2011,always_kabhi_kabhi
23678,68,man,fear,2011,always_kabhi_kabhi
23680,53,man,sad,2011,always_kabhi_kabhi
23681,53,man,angry,2011,always_kabhi_kabhi
23682,12,man,happy,2011,always_kabhi_kabhi
23683,49,woman,sad,2011,always_kabhi_kabhi
23685,54,man,sad,2011,always_kabhi_kabhi
23686,89,woman,sad,2011,always_kabhi_kabhi
23688,33,man,angry,2011,always_kabhi_kabhi
23690,92,man,fear,2011,always_kabhi_kabhi
23691,92,man,happy,2011,always_kabhi_kabhi
23692,92,woman,sad,2011,always_kabhi_kabhi
23694,66,woman,surprise,2011,always_kabhi_kabhi
23695,84,woman,angry,2011,always_kabhi_kabhi
23696,13,man,sad,2011,always_kabhi_kabhi
23698,77,woman,happy,2011,always_kabhi_kabhi
23699,87,woman,sad,2011,always_kabhi_kabhi
23700,16,man,surprise,2011,always_kabhi_kabhi
23701,17,man,angry,2011,always_kabhi_kabhi
23702,10,woman,sad,2011,always_kabhi_kabhi
23703,50,man,sad,2011,always_kabhi_kabhi
23704,113,man,happy,2011,always_kabhi_kabhi
23705,9,woman,happy,2011,always_kabhi_kabhi
23706,32,woman,sad,2011,always_kabhi_kabhi
23707,32,man,angry,2011,always_kabhi_kabhi
23708,95,man,happy,2011,always_kabhi_kabhi
23710,105,woman,surprise,2011,always_kabhi_kabhi
23711,21,man,happy,2011,always_kabhi_kabhi
23712,21,woman,sad,2011,always_kabhi_kabhi
23713,73,woman,happy,2011,always_kabhi_kabhi
23714,112,man,happy,2011,always_kabhi_kabhi
23717,18,man,angry,2011,always_kabhi_kabhi
23718,80,woman,happy,2011,always_kabhi_kabhi
23719,58,man,sad,2014,ek_villain
23720,44,man,sad,2014,ek_villain
23721,19,woman,happy,2014,ek_villain
23722,76,man,sad,2014,ek_villain
23723,86,man,sad,2014,ek_villain
23724,59,man,happy,2014,ek_villain
23725,90,man,fear,2014,ek_villain
23726,54,woman,sad,2014,ek_villain
23729,56,man,angry,2014,ek_villain
23730,33,woman,disgust,2014,ek_villain
23731,109,man,angry,2014,ek_villain
23732,74,man,sad,2014,ek_villain
23733,92,man,sad,2014,ek_villain
23734,102,man,sad,2014,ek_villain
23735,129,woman,fear,2014,ek_villain
23736,37,man,happy,2014,ek_villain
23737,77,man,sad,2014,ek_villain
23738,134,man,fear,2014,ek_villain
23739,39,woman,sad,2014,ek_villain
23740,78,man,sad,2014,ek_villain
23742,117,man,sad,2014,ek_villain
23743,97,woman,sad,2014,ek_villain
23745,34,man,happy,2014,ek_villain
23746,43,woman,sad,2014,ek_villain
23747,114,man,sad,2014,ek_villain
23748,22,man,angry,2014,ek_villain
23749,124,woman,sad,2014,ek_villain
23750,18,man,happy,2014,ek_villain
23751,93,woman,fear,2012,bhoot_returns
23753,88,woman,fear,2012,bhoot_returns
23754,147,woman,sad,2012,bhoot_returns
23755,107,woman,happy,2012,bhoot_returns
23756,145,man,sad,2012,bhoot_returns
23757,109,man,angry,2012,bhoot_returns
23758,92,woman,happy,2012,bhoot_returns
23761,144,man,sad,2012,bhoot_returns
23762,146,man,sad,2012,bhoot_returns
23763,87,man,angry,2012,bhoot_returns
23766,60,man,happy,2013,race_2
23767,118,man,angry,2013,race_2
23769,147,man,happy,2013,race_2
23770,128,man,angry,2013,race_2
23771,125,man,angry,2013,race_2
23773,91,man,happy,2013,race_2
23775,121,man,angry,2013,race_2
23776,165,man,angry,2013,race_2
23777,103,woman,disgust,2013,race_2
23780,109,man,angry,2013,race_2
23781,92,woman,fear,2013,race_2
23783,146,man,angry,2013,race_2
23785,127,man,angry,2013,race_2
23786,127,man,fear,2013,race_2
23788,99,man,sad,2013,race_2
23789,117,man,angry,2013,race_2
23796,11,man,sad,2015,jai_jawaan_jai_kisaan
23798,3,man,sad,2015,jai_jawaan_jai_kisaan
23799,3,man,sad,2015,jai_jawaan_jai_kisaan
23800,30,man,angry,2015,jai_jawaan_jai_kisaan
23802,45,man,sad,2015,jai_jawaan_jai_kisaan
23803,68,man,happy,2015,jai_jawaan_jai_kisaan
23804,90,man,happy,2015,jai_jawaan_jai_kisaan
23806,26,woman,sad,2015,jai_jawaan_jai_kisaan
23807,53,man,happy,2015,jai_jawaan_jai_kisaan
23809,49,woman,happy,2015,jai_jawaan_jai_kisaan
23810,49,man,sad,2015,jai_jawaan_jai_kisaan
23811,67,man,happy,2015,jai_jawaan_jai_kisaan
23813,56,man,angry,2015,jai_jawaan_jai_kisaan
23815,74,woman,angry,2015,jai_jawaan_jai_kisaan
23816,29,man,angry,2015,jai_jawaan_jai_kisaan
23817,66,man,happy,2015,jai_jawaan_jai_kisaan
23818,7,woman,surprise,2015,jai_jawaan_jai_kisaan
23822,81,man,sad,2015,jai_jawaan_jai_kisaan
23823,9,man,happy,2015,jai_jawaan_jai_kisaan
23825,48,man,sad,2015,jai_jawaan_jai_kisaan
23826,95,man,happy,2015,jai_jawaan_jai_kisaan
23827,21,man,sad,2015,jai_jawaan_jai_kisaan
23828,6,woman,fear,2015,jai_jawaan_jai_kisaan
23834,80,man,happy,2015,jai_jawaan_jai_kisaan
23835,31,woman,sad,2015,jai_jawaan_jai_kisaan
23836,122,man,angry,2013,calapor
23837,122,man,sad,2013,calapor
23838,51,man,angry,2013,calapor
23839,62,man,angry,2013,calapor
23840,60,man,angry,2013,calapor
23841,111,man,happy,2013,calapor
23843,58,man,sad,2013,calapor
23844,58,woman,angry,2013,calapor
23845,61,man,angry,2013,calapor
23846,44,man,angry,2013,calapor
23847,4,man,happy,2013,calapor
23852,125,man,fear,2013,calapor
23854,86,man,angry,2013,calapor
23855,55,man,sad,2013,calapor
23856,55,man,angry,2013,calapor
23857,91,woman,fear,2013,calapor
23858,35,man,sad,2013,calapor
23859,36,man,sad,2013,calapor
23860,59,man,happy,2013,calapor
23861,52,man,angry,2013,calapor
23862,68,man,sad,2013,calapor
23864,70,man,sad,2013,calapor
23865,90,woman,happy,2013,calapor
23867,49,man,sad,2013,calapor
23869,69,man,angry,2013,calapor
23870,56,man,angry,2013,calapor
23871,56,man,angry,2013,calapor
23872,37,man,sad,2013,calapor
23874,66,man,surprise,2013,calapor
23875,1,man,angry,2013,calapor
23876,82,woman,happy,2013,calapor
23877,16,man,sad,2013,calapor
23878,0,man,angry,2013,calapor
23880,81,woman,happy,2013,calapor
23881,50,man,sad,2013,calapor
23882,123,man,angry,2013,calapor
23883,47,man,sad,2013,calapor
23884,126,man,sad,2013,calapor
23885,99,man,sad,2013,calapor
23887,97,man,fear,2013,calapor
23888,34,man,disgust,2013,calapor
23889,57,woman,sad,2013,calapor
23890,5,woman,happy,2013,calapor
23891,79,woman,fear,2013,calapor
23892,80,man,happy,2013,calapor
23894,60,man,angry,2013,rangrezz
23895,44,woman,happy,2013,rangrezz
23896,45,man,happy,2013,rangrezz
23897,35,man,angry,2013,rangrezz
23899,102,woman,surprise,2013,rangrezz
23900,87,man,fear,2013,rangrezz
23901,46,man,angry,2013,rangrezz
23902,100,man,sad,2013,rangrezz
23903,99,man,surprise,2013,rangrezz
23905,34,man,sad,2013,rangrezz
23908,31,woman,sad,2013,rangrezz
23910,85,woman,happy,2013,mera_shadi_karao
23911,85,man,happy,2013,mera_shadi_karao
23913,60,woman,angry,2013,mera_shadi_karao
23915,173,man,happy,2013,mera_shadi_karao
23916,185,man,sad,2013,mera_shadi_karao
23917,182,woman,sad,2013,mera_shadi_karao
23918,86,woman,happy,2013,mera_shadi_karao
23919,86,man,happy,2013,mera_shadi_karao
23920,158,woman,sad,2013,mera_shadi_karao
23921,184,woman,sad,2013,mera_shadi_karao
23923,53,man,happy,2013,mera_shadi_karao
23924,42,woman,happy,2013,mera_shadi_karao
23925,42,woman,happy,2013,mera_shadi_karao
23926,103,woman,happy,2013,mera_shadi_karao
23928,103,woman,happy,2013,mera_shadi_karao
23929,180,man,angry,2013,mera_shadi_karao
23930,183,woman,sad,2013,mera_shadi_karao
23931,181,man,angry,2013,mera_shadi_karao
23934,153,woman,happy,2013,mera_shadi_karao
23935,48,man,happy,2013,mera_shadi_karao
23937,105,woman,sad,2013,mera_shadi_karao
23940,62,man,happy,2014,one_by_two
23941,60,man,sad,2014,one_by_two
23942,94,woman,sad,2014,one_by_two
23944,61,woman,happy,2014,one_by_two
23945,20,woman,sad,2014,one_by_two
23946,30,man,angry,2014,one_by_two
23947,15,woman,happy,2014,one_by_two
23948,19,woman,sad,2014,one_by_two
23950,68,man,sad,2014,one_by_two
23953,38,man,angry,2014,one_by_two
23954,12,woman,happy,2014,one_by_two
23955,63,man,angry,2014,one_by_two
23957,40,woman,disgust,2014,one_by_two
23958,89,woman,happy,2014,one_by_two
23959,89,man,angry,2014,one_by_two
23961,66,man,sad,2014,one_by_two
23962,13,man,angry,2014,one_by_two
23963,87,man,angry,2014,one_by_two
23964,87,woman,sad,2014,one_by_two
23965,82,woman,fear,2014,one_by_two
23966,17,man,angry,2014,one_by_two
23968,41,woman,disgust,2014,one_by_two
23969,50,woman,sad,2014,one_by_two
23970,39,man,happy,2014,one_by_two
23971,48,woman,sad,2014,one_by_two
23974,21,man,sad,2014,one_by_two
23975,22,woman,sad,2014,one_by_two
23976,73,man,disgust,2014,one_by_two
23977,57,woman,sad,2014,one_by_two
23978,64,man,fear,2014,one_by_two
23979,72,man,angry,2014,one_by_two
23980,18,woman,happy,2014,one_by_two
23982,80,man,sad,2014,one_by_two
23984,111,woman,surprise,2014,gangs_of_ghosts
23985,131,man,angry,2014,gangs_of_ghosts
23986,88,man,sad,2014,gangs_of_ghosts
23987,91,man,fear,2014,gangs_of_ghosts
23988,68,woman,sad,2014,gangs_of_ghosts
23989,63,man,sad,2014,gangs_of_ghosts
23990,92,man,happy,2014,gangs_of_ghosts
23991,102,woman,sad,2014,gangs_of_ghosts
23992,77,man,happy,2014,gangs_of_ghosts
23993,87,man,surprise,2014,gangs_of_ghosts
23994,81,man,sad,2014,gangs_of_ghosts
23995,81,man,happy,2014,gangs_of_ghosts
23996,73,man,happy,2014,gangs_of_ghosts
23997,73,woman,sad,2014,gangs_of_ghosts
23998,64,man,angry,2014,gangs_of_ghosts
23999,80,man,angry,2014,gangs_of_ghosts
24000,98,man,happy,2011,bheja_fry_2
24001,71,man,sad,2011,bheja_fry_2
